id,latitude,longitude,bathrooms,bedrooms,fee,has_photo,pets_allowed,square_feet,price
5664574103,27.7873,-82.6772,1,1,No,Thumbnail,,250,850
5664569721,45.5091,-122.6449,1,1,No,Thumbnail,,250,850
5664575324,39.4324,-76.3552,1,1,No,Thumbnail,,250,825
5668624279,33.7848,-84.3922,1,1,No,Thumbnail,,250,805
5668619409,39.9156,-105.0876,1,1,No,Thumbnail,,250,800
5668623652,39.6169,-104.919,1,1,No,Thumbnail,,250,800
5668624325,39.0287,-77.2409,1,1,No,Thumbnail,,250,800
5668622638,28.905,-81.2156,1,1,No,Thumbnail,,250,800
5668622770,38.1255,-121.2878,1,1,No,Thumbnail,,250,800
5664567290,30.2989,-81.6324,1,1,No,Thumbnail,,250,800
5668623636,39.4904,-104.7265,1,1,No,Thumbnail,,250,795
5668622755,38.6968,-104.6969,1,1,No,Thumbnail,,250,785
5668619495,40.5649,-105.0824,1,1,No,Thumbnail,,250,785
5668619485,40.4067,-105.0984,1,1,No,Thumbnail,,250,760
5668622484,28.7026,-81.3885,1,1,No,Thumbnail,,250,755
5668619712,39.6103,-75.6896,1,1,No,Thumbnail,,250,755
5668614798,40.2776,-76.7088,1,1,No,Thumbnail,,250,755
5668623963,33.945,-117.4074,1,1,No,Thumbnail,,250,750
5668620774,27.2897,-80.3421,1,1,No,Thumbnail,,250,750
5668624602,39.1774,-77.2569,1,1,No,Thumbnail,,250,750
5659898660,35.2016,-80.8124,1,1,No,Thumbnail,,250,750
5668622131,36.137,-86.783,1,1,No,Thumbnail,,250,725
5664573229,33.8691,-84.7686,1,1,No,Thumbnail,,250,725
5668622573,29.4782,-98.2759,1,1,No,Thumbnail,,250,720
5668624702,29.7714,-95.4343,1,1,No,Thumbnail,,250,705
5668625131,33.4234,-111.5415,1,1,No,Thumbnail,,250,700
5668622362,30.3054,-97.7497,1,1,No,Thumbnail,,250,700
5668619397,39.9156,-105.0876,1,1,No,Thumbnail,,250,700
5668625134,33.5783,-111.8902,1,1,No,Thumbnail,,250,700
5668622438,28.5163,-81.3644,1,1,No,Thumbnail,,250,700
5664575334,39.3191,-76.6126,1,1,No,Thumbnail,,250,700
5664571532,39.6041,-104.8594,1,1,No,Thumbnail,,250,700
5664571534,39.6894,-105.1119,1,1,No,Thumbnail,,250,700
5664570380,30.0066,-97.8071,1,1,No,Thumbnail,,250,700
5668620019,42.5286,-92.4509,1,0,No,Thumbnail,"Cats,Dogs",250,695
5664577738,41.7834,-87.8099,1,1,No,Thumbnail,,250,695
5668622919,34.0505,-81.0098,1,1,No,Thumbnail,,250,685
5664577241,33.5178,-112.0848,1,1,No,Thumbnail,,250,685
5664574886,29.7714,-95.4343,1,1,No,Thumbnail,,250,675
5642321533,45.1748,-93.3109,1,1,No,Thumbnail,,250,675
5664577303,33.5178,-112.0848,1,1,No,Thumbnail,,250,660
5668623923,39.3191,-76.6126,1,1,No,Thumbnail,,250,650
5668620500,44.9545,-123.0072,1,1,No,Thumbnail,,250,650
5668619341,29.4832,-82.8641,1,1,No,Thumbnail,,250,650
5664569086,29.4624,-98.5253,1,1,No,Thumbnail,,250,650
5664568007,36.0402,-86.6385,1,1,No,Thumbnail,,250,650
5668620584,33.6285,-78.9873,1,1,No,Thumbnail,,250,645
5659898888,35.2016,-80.8124,1,1,No,Thumbnail,,250,645
5668622807,27.0717,-82.3833,1,1,No,Thumbnail,,250,625
5668622658,39.8163,-98.5576,1,1,No,Thumbnail,,250,625
5664577304,33.5178,-112.0848,1,1,No,Thumbnail,,250,610
5668619634,28.473,-82.5474,1,1,No,Thumbnail,,250,600
5668623447,32.2264,-110.9438,1,1,No,Thumbnail,,250,600
5668624231,33.9369,-84.306,1,1,No,Thumbnail,,250,600
5668619318,36.9873,-122.016,1,1,No,Thumbnail,,250,600
5664573938,28.0076,-82.4792,1,1,No,Thumbnail,,250,600
5664598050,47.1165,-88.5631,1,1,No,Thumbnail,,250,600
5664579687,35.823,-78.6438,1,1,No,Thumbnail,,250,600
5668618570,37.6465,-78.2899,1,1,No,Thumbnail,,250,595
5668619650,27.6361,-80.4261,1,1,No,Thumbnail,,250,580
5668620590,39.9849,-75.8127,1,1,No,Thumbnail,,250,575
5664568706,28.681,-81.2808,1,1,No,Thumbnail,,250,575
5668623914,39.2019,-76.951,1,1,No,Thumbnail,,250,550
5668625024,38.7701,-77.2263,1,1,No,Thumbnail,,250,550
5668620580,33.8829,-78.6369,1,1,No,Thumbnail,,250,500
5668624678,29.5056,-94.9889,1,1,No,Thumbnail,,250,500
5668614356,34.8856,-112.4675,1,1,No,Thumbnail,,250,500
5668614767,38.2006,-84.9469,1,1,No,Thumbnail,"Cats,Dogs",250,499
5664577170,33.5178,-112.0848,1,1,No,Thumbnail,,250,495
5664571561,39.3903,-77.1487,1,1,No,Thumbnail,,250,200
5668639806,47.616,-122.3275,1,0,No,Thumbnail,"Cats,Dogs",253,1325
5668639575,47.7046,-122.1989,1,0,No,Thumbnail,"Cats,Dogs",255,1400
5668612986,37.7599,-122.4379,1,0,No,Thumbnail,"Cats,Dogs",258,1995
5668616388,43.0724,-89.4003,1,1,No,Thumbnail,Cats,265,710
5668616880,38.9118,-77.0132,1,1,No,Thumbnail,"Cats,Dogs",272,1659
5668623998,37.7078,-122.1435,1,1,No,Thumbnail,,272,1600
5668621331,39.1471,-86.5136,1,1,No,Thumbnail,"Cats,Dogs",273,850
5664583637,33.6019,-117.8637,1,0,No,Thumbnail,Cats,275,1900
5659899312,34.0372,-118.2972,1,1,No,Thumbnail,,275,1505
5664577215,33.3423,-111.7755,1,1,No,Thumbnail,,275,900
5668625245,41.8625,-87.6825,1,0,No,Thumbnail,Cats,275,892
5509021365,39.1263,-84.5172,1,1,No,Yes,,275,705
5668624587,38.8077,-76.9886,1,1,No,Thumbnail,,280,1240
5668640480,61.1723,-149.8414,1,1,No,Thumbnail,"Cats,Dogs",285,870
5668637373,41.8625,-87.6825,1,0,No,Thumbnail,"Cats,Dogs",286,1095
5668637855,47.616,-122.3275,1,0,No,Thumbnail,"Cats,Dogs",288,1350
5509169687,40.3911,-80.1989,1,1,No,Yes,,288,865
5664573764,28.0076,-82.4792,1,1,No,Thumbnail,"Cats,Dogs",288,690
5668632975,45.5091,-122.6449,1,0,No,Thumbnail,"Cats,Dogs",290,1099
5659898774,44.9855,-93.3023,1,1,No,Thumbnail,Cats,290,700
5668632499,41.6595,-91.535,1,0,No,Thumbnail,,296,850
5668636664,37.4356,-122.134,1,0,No,Thumbnail,"Cats,Dogs",300,2200
5509253425,41.0591,-74.1452,1,1,No,Yes,,300,2112
5509211069,34.1428,-117.9996,1,1,No,Yes,,300,1868
5509158718,41.7277,-72.8374,1,1,No,Yes,,300,1785
5508863370,34.0628,-118.2754,1,1,No,Thumbnail,"Cats,Dogs",300,1575
5508996417,39.1775,-77.1944,1,1,No,Yes,,300,1534
5509160060,41.7773,-72.5249,1,1,No,Yes,,300,1470
5509135990,39.1627,-76.6354,1,1,No,Yes,,300,1470
5509127645,39.1723,-76.8514,1,1,No,Yes,"Cats,Dogs",300,1470
5668624897,40.6496,-73.9596,1,2,No,Thumbnail,,300,1425
5509177914,39.2081,-76.661,1,1,No,Yes,,300,1386
5668634764,47.616,-122.3275,1,0,No,Thumbnail,,300,1195
5668628557,41.9891,-87.6572,1,1,No,Thumbnail,"Cats,Dogs",300,995
5509171057,33.7815,-118.1934,1,0,No,Thumbnail,,300,975
5668614256,41.8625,-87.6825,1,1,No,Thumbnail,"Cats,Dogs",300,911
5664597909,30.3054,-97.7497,1,0,No,Thumbnail,"Cats,Dogs",300,900
5668619492,40.5649,-105.0824,1,1,No,Thumbnail,,300,800
5668624249,33.7416,-84.2614,1,1,No,Thumbnail,,300,800
5664570231,39.736,-104.9819,1,1,No,Thumbnail,,300,795
5637621543,27.3181,-82.4987,1,1,No,Thumbnail,Cats,300,795
5664579914,43.0531,-87.9659,1,1,No,Thumbnail,"Cats,Dogs",300,775
5668628540,41.8625,-87.6825,1,0,No,Thumbnail,,300,760
5664573918,28.23,-82.3055,1,1,No,Thumbnail,,300,750
5668615025,41.6151,-71.1705,1,1,No,Thumbnail,,300,725
5668624253,33.5571,-84.2167,1,1,No,Thumbnail,,300,700
5668625646,39.9974,-82.9829,1,1,No,Thumbnail,,300,650
5668638112,39.0744,-108.5228,1,1,No,Thumbnail,"Cats,Dogs",300,595
5668621247,39.1471,-86.5136,1,1,No,Thumbnail,Cats,300,590
5668621262,39.1471,-86.5136,1,2,No,Thumbnail,,300,590
5668621281,39.1471,-86.5136,1,2,No,Thumbnail,,300,585
5668621439,40.1145,-88.2723,1,2,No,Thumbnail,,300,580
5653562744,35.823,-78.6438,1,1,No,Thumbnail,,300,400
5668611625,39.5197,-119.8342,1,1,No,Thumbnail,"Cats,Dogs",301,1195
5668611633,39.5197,-119.8342,1,1,No,Thumbnail,"Cats,Dogs",306,1094
5668618430,40.4969,-86.9659,1,0,No,Thumbnail,,308,725
5668640814,45.5091,-122.6449,1,0,No,Thumbnail,"Cats,Dogs",309,1099
5668613174,42.6398,-71.3184,1,2,No,Thumbnail,,310,1222
5668613088,37.7599,-122.4379,1,0,No,Thumbnail,"Cats,Dogs",313,2195
5668628531,35.1211,-89.9517,1,1,No,Thumbnail,"Cats,Dogs",230,525
5664572479,39.7953,-86.1387,1,1,No,Thumbnail,"Cats,Dogs",313,760
5668622646,41.2321,-111.9813,1,2,No,Thumbnail,,314,650
5668622999,37.7599,-122.4379,1,0,No,Thumbnail,"Cats,Dogs",315,2695
5668614536,61.1723,-149.8414,1,2,No,Thumbnail,Cats,315,730
5668638866,38.0172,-84.4931,1,0,No,Thumbnail,"Cats,Dogs",315,659
5668618184,40.3613,-86.9005,1,1,No,Thumbnail,"Cats,Dogs",317,775
5664596628,38.9799,-77.0798,1,0,No,Thumbnail,,318,1350
5664577721,41.8625,-87.6825,1,1,No,Thumbnail,"Cats,Dogs",319,1100
5664577140,41.8625,-87.6825,1,1,No,Thumbnail,Cats,320,965
5664568331,41.4648,-81.6794,1,0,No,Thumbnail,,320,675
5664570245,39.6894,-105.1119,1,1,No,Thumbnail,,321,925
5668634897,43.0531,-87.9659,1,1,No,Thumbnail,"Cats,Dogs",322,845
5668616345,43.0724,-89.4003,1,2,No,Thumbnail,,324,700
5508702256,42.328,-71.071,1,2,No,Thumbnail,,325,2700
5668628784,33.8517,-118.3978,1,2,No,Thumbnail,Cats,325,1995
5668634930,47.616,-122.3275,1,1,No,Thumbnail,Dogs,325,1350
5668628347,41.8625,-87.6825,1,2,No,Thumbnail,"Cats,Dogs",325,1349
5668623751,36.1554,-115.1733,1,2,No,Thumbnail,"Cats,Dogs",325,975
5664575773,41.8625,-87.6825,1,0,No,Thumbnail,Cats,325,925
5668614275,41.8625,-87.6825,1,2,No,Thumbnail,"Cats,Dogs",325,899
5648058145,41.1873,-73.1811,1,2,No,Thumbnail,"Cats,Dogs",325,700
5668618988,41.6675,-83.5837,1,2,No,Thumbnail,Cats,325,325
5508764178,39.6665,-105.0962,1,1,No,Thumbnail,Cats,330,915
5668618398,40.4969,-86.9659,1,0,No,Thumbnail,,330,799
5668615232,39.0744,-94.5521,1,1,No,Thumbnail,"Cats,Dogs",330,710
5664572160,37.7599,-122.4379,1,2,No,Thumbnail,"Cats,Dogs",332,2695
5668623688,37.7599,-122.4379,1,1,No,Thumbnail,"Cats,Dogs",332,2295
5668612505,39.736,-104.9819,1,2,No,Thumbnail,Cats,333,1079
5668632154,30.3054,-97.7497,1,2,No,Thumbnail,,334,1386
5668641443,41.5927,-93.6276,1,1,No,Thumbnail,"Cats,Dogs",335,800
5668613060,37.7856,-122.4121,1,0,No,Thumbnail,"Cats,Dogs",336,2195
5668626560,43.0834,-87.8861,1,2,No,Thumbnail,Cats,336,1100
5668613488,28.0076,-82.4792,1,1,No,Thumbnail,"Cats,Dogs",336,1099
5668623407,32.2264,-110.9438,1,0,No,Thumbnail,,336,625
5668629766,30.3054,-97.7497,1,2,No,Thumbnail,,337,809
5668613122,37.7599,-122.4379,1,0,No,Thumbnail,"Cats,Dogs",338,2295
5668619348,29.6533,-82.3656,1,2,No,Thumbnail,"Cats,Dogs",338,1160
5668619620,44.9605,-89.6304,1,2,No,Thumbnail,,338,998
5664569719,45.5091,-122.6449,1,2,No,Thumbnail,"Cats,Dogs",338,990
5664576932,43.0724,-89.4003,1,1,No,Thumbnail,,340,785
5668618403,40.4969,-86.9659,1,2,No,Thumbnail,,340,720
5668625140,33.3898,-111.9272,1,0,No,Thumbnail,"Cats,Dogs",341,1240
5668611834,37.7599,-122.4379,1,0,No,Thumbnail,,342,2395
5668618068,40.3613,-86.9005,1,2,No,Thumbnail,"Cats,Dogs",342,480
5668621169,35.0462,-85.2352,1,0,No,Thumbnail,"Cats,Dogs",344,800
5668612782,47.616,-122.3275,1,1,No,Thumbnail,"Cats,Dogs",346,1655
5664576635,44.9855,-93.3023,1,1,No,Thumbnail,Cats,346,899
5668640290,38.6274,-90.304,1,1,No,Thumbnail,"Cats,Dogs",347,600
5664571373,39.0744,-94.5521,1,2,No,Thumbnail,"Cats,Dogs",348,699
5668622355,37.7599,-122.4379,1,0,No,Thumbnail,,350,2195
5668619521,42.2711,-83.745,1,2,No,Thumbnail,,350,1670
5668623706,37.3108,-121.8645,1,1,No,Thumbnail,,350,1650
5668611708,38.9118,-77.0132,1,2,No,Thumbnail,"Cats,Dogs",350,1550
5668633830,34.0372,-118.2972,1,0,No,Thumbnail,"Cats,Dogs",350,1400
5668639298,45.5091,-122.6449,1,0,No,Thumbnail,"Cats,Dogs",350,1299
5668635974,47.616,-122.3275,1,0,No,Thumbnail,"Cats,Dogs",350,1299
5668614656,42.7742,-71.0937,1,2,No,Thumbnail,Cats,350,1200
5668634074,40.0054,-75.1415,1,1,No,Thumbnail,"Cats,Dogs",350,1145
5642323438,43.0724,-89.4003,1,1,No,Thumbnail,Cats,350,1000
5668637358,41.8625,-87.6825,1,0,No,Thumbnail,,350,940
5668615828,40.1119,-82.9128,1,2,No,Thumbnail,"Cats,Dogs",350,895
5664594444,30.3054,-97.7497,1,0,No,Thumbnail,"Cats,Dogs",350,875
5668639601,33.5783,-111.8902,,1,No,Thumbnail,"Cats,Dogs",350,849
5668627131,41.8625,-87.6825,1,1,No,Thumbnail,,350,800
5668635065,47.6794,-117.4018,1,0,No,Thumbnail,"Cats,Dogs",350,710
5661066538,39.597,-78.8345,1,0,No,Thumbnail,"Cats,Dogs",350,699
5668614530,61.1723,-149.8414,1,2,No,Thumbnail,"Cats,Dogs",350,695
5668636644,43.047,-76.156,,0,No,Thumbnail,,350,600
5668616683,32.2264,-110.9438,1,0,No,Thumbnail,"Cats,Dogs",350,592
5664570019,45.5091,-122.6449,1,1,No,Thumbnail,"Cats,Dogs",351,1225
5668631012,30.3054,-97.7497,1,2,No,Thumbnail,,352,1246
5508757694,34.0786,-118.2615,1,0,No,Thumbnail,"Cats,Dogs",352,1225
5664570847,38.9163,-94.3719,1,1,No,Thumbnail,"Cats,Dogs",354,675
5668632876,34.0372,-118.2972,1,0,No,Thumbnail,"Cats,Dogs",355,1400
5668618816,40.1171,-88.1889,1,1,No,Thumbnail,,355,585
5659895845,41.8625,-87.6825,1,2,No,Thumbnail,"Cats,Dogs",357,1125
5508743935,41.4729,-81.7374,1,2,No,Thumbnail,,357,614
5653583206,40.7647,-74.2119,1,2,No,Thumbnail,"Cats,Dogs",360,1225
5668636444,44.9545,-123.0072,1,2,No,Thumbnail,"Cats,Dogs",360,875
5668633130,30.3054,-97.7497,1,2,No,Thumbnail,,360,850
5668616328,43.0724,-89.4003,1,1,No,Thumbnail,,360,670
5668618687,40.1145,-88.2723,1,1,No,Thumbnail,,360,639
5668623348,36.116,-95.9281,1,1,No,Thumbnail,"Cats,Dogs",360,495
5668616860,38.9118,-77.0132,1,2,No,Thumbnail,"Cats,Dogs",362,1750
5668628306,41.8625,-87.6825,1,1,No,Thumbnail,"Cats,Dogs",362,1050
5668630792,30.3054,-97.7497,1,0,No,Thumbnail,,362,950
5664594714,45.5091,-122.6449,1,2,No,Thumbnail,,367,1200
5668625554,41.8625,-87.6825,1,1,No,Thumbnail,"Cats,Dogs",367,985
5668628792,41.3708,-72.9259,1,2,No,Thumbnail,Cats,368,965
5668620286,43.2932,-86.2829,1,1,No,Thumbnail,Cats,368,530
5668635088,47.616,-122.3275,1,2,No,Thumbnail,"Cats,Dogs",369,1530
5509172998,33.7815,-118.1934,1,1,No,Yes,,369,1000
5664571040,39.064,-94.5819,1,1,No,Thumbnail,"Cats,Dogs",369,720
5668634322,40.4841,-74.4526,1,0,No,Thumbnail,,370,1225
5668635535,45.5091,-122.6449,1,1,No,Thumbnail,Cats,370,1025
5664575184,29.4,-95.2394,1,1,No,Thumbnail,"Cats,Dogs",370,765
5668637385,34.0231,-118.4811,1,1,No,Thumbnail,"Cats,Dogs",375,1975
5668641159,32.7876,-117.1265,1,1,No,Thumbnail,,375,1525
5664570003,45.5091,-122.6449,1,1,No,Thumbnail,,375,1175
5668630075,30.3054,-97.7497,1,2,No,Thumbnail,,375,940
5668618280,40.4969,-86.9659,1,1,No,Thumbnail,,375,850
5668634460,33.5178,-112.0848,1,1,No,Thumbnail,"Cats,Dogs",375,829
5668618437,40.4969,-86.9659,1,0,No,Thumbnail,,375,799
5648108607,44.9855,-93.3023,1,2,No,Thumbnail,Cats,375,773
5668619724,42.8224,-89.0658,1,1,No,Thumbnail,"Cats,Dogs",375,386
5668611322,25.7603,-80.3005,1,2,No,Thumbnail,"Cats,Dogs",377,1400
5664572139,37.7599,-122.4379,1,1,No,Thumbnail,Cats,378,3095
5664569981,45.5091,-122.6449,1,2,No,Thumbnail,"Cats,Dogs",378,1275
5668630351,30.3054,-97.7497,1,0,No,Thumbnail,,378,929
5509101125,33.8666,-118.0485,1,2,No,Thumbnail,"Cats,Dogs",379,1591
5668624069,37.7599,-122.4379,1,1,No,Thumbnail,"Cats,Dogs",380,2895
5664568091,37.7599,-122.4379,1,0,No,Thumbnail,"Cats,Dogs",380,2695
5668638614,32.7876,-117.1265,1,0,No,Thumbnail,,380,1400
5668614605,61.1723,-149.8414,1,2,No,Thumbnail,Cats,380,955
5668616688,32.2264,-110.9438,1,1,No,Thumbnail,"Cats,Dogs",380,540
5668613041,37.7599,-122.4379,1,2,No,Thumbnail,"Cats,Dogs",381,2895
5668611802,37.7599,-122.4379,1,2,No,Thumbnail,,382,2874
5668623153,35.9695,-83.981,1,2,No,Thumbnail,"Cats,Dogs",382,635
5668614269,41.8625,-87.6825,1,1,No,Thumbnail,"Cats,Dogs",384,902
5668613161,37.7599,-122.4379,1,0,No,Thumbnail,"Cats,Dogs",385,2395
5668628100,45.5091,-122.6449,1,1,No,Thumbnail,"Cats,Dogs",385,1250
5668621224,39.1471,-86.5136,1,1,No,Thumbnail,,385,540
5650232719,37.2935,-87.127,1,1,No,Thumbnail,,385,350
5664569726,45.5091,-122.6449,1,2,No,Thumbnail,"Cats,Dogs",386,1262
5668615493,45.5091,-122.6449,1,0,No,Thumbnail,"Cats,Dogs",389,1115
5668622093,41.824,-71.4315,1,2,No,Thumbnail,"Cats,Dogs",390,2095
5668611664,38.9118,-77.0132,1,1,No,Thumbnail,"Cats,Dogs",390,1800
5668611302,28.5163,-81.3644,1,2,No,Thumbnail,"Cats,Dogs",390,879
5668618381,40.4969,-86.9659,1,1,No,Thumbnail,,390,699
5668619192,40.1171,-88.1889,1,1,No,Thumbnail,,390,640
5668630261,30.3054,-97.7497,1,1,No,Thumbnail,,391,999
5668632514,30.3054,-97.7497,1,1,No,Thumbnail,,391,959
5668626066,38.9118,-77.0132,1,0,No,Thumbnail,,393,1654
5668622510,29.5122,-98.5226,1,2,No,Thumbnail,"Cats,Dogs",393,995
5668631356,30.3054,-97.7497,1,0,No,Thumbnail,,394,919
5668633826,34.0372,-118.2972,1,0,No,Thumbnail,"Cats,Dogs",395,1350
